Adjusted for Inflation Title,Adjusted for Inflation Notes,Year Date,Metric Filter,Format Value # (Billion),Format Value # (Million),Adjusted for Inflation Flag,Value (For Charting),Axis (1),Label for Button (Pie),Billions (Show Totals),Millions (Show Totals),Format (copy),Format,Metric,Number of Records,Year,Value (Actual),Value (Actual) (copy),Year (copy)
,,1989,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1989,,,1989
,,1990,Value,,$286.5M,,286.5,1,View Single Year,,286.5M,CD,CD,Units,1,1990,$287M,$287M,1990
,,1990,Value,,$1.1M,,1.1,1,View Single Year,,1.1M,CD Single,CD Single,Units,1,1990,$1M,$1M,1990
,,1990,Value,,$442.2M,,442.2,1,View Single Year,,442.2M,Cassette,Cassette,Units,1,1990,$442M,$442M,1990
,,1990,Value,,$87.4M,,87.4,1,View Single Year,,87.4M,Cassette Single,Cassette Single,Units,1,1990,$87M,$87M,1990
,,1990,Value,,$11.7M,,11.7,1,View Single Year,,11.7M,LP/EP,LP/EP,Units,1,1990,$12M,$12M,1990
,,1990,Value,,$27.6M,,27.6,1,View Single Year,,27.6M,Vinyl Single,Vinyl Single,Units,1,1990,$28M,$28M,1990
,,1990,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1990,,,1990
,,1990,Value,,$9.2M,,9.2,1,View Single Year,,9.2M,Music Video (Physical),Music Video (Physical),Units,1,1990,$9M,$9M,1990
,,1990,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,,,Units,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1990,,,1990
,,1990,Value,$3.5B,,,3451.6,1,View Single Year,3.5B,,CD,CD,Value,1,1990,"$3,452M","$3,452M",1990
,,1990,Value,,$6.0M,,6,1,View Single Year,,6.0M,CD Single,CD Single,Value,1,1990,$6M,$6M,1990
,,1990,Value,$3.5B,,,3472.4,1,View Single Year,3.5B,,Cassette,Cassette,Value,1,1990,"$3,472M","$3,472M",1990
,,1990,Value,,$257.9M,,257.9,1,View Single Year,,257.9M,Cassette Single,Cassette Single,Value,1,1990,$258M,$258M,1990
,,1990,Value,,$86.5M,,86.5,1,View Single Year,,86.5M,LP/EP,LP/EP,Value,1,1990,$87M,$87M,1990
,,1990,Value,,$94.4M,,94.4,1,View Single Year,,94.4M,Vinyl Single,Vinyl Single,Value,1,1990,$94M,$94M,1990
,,1990,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1990,,,1990
,,1990,Value,,$172.3M,,172.3,1,View Single Year,,172.3M,Music Video (Physical),Music Video (Physical),Value,1,1990,$172M,$172M,1990
,,1990,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1990,,,1990
,,1990,Value,$6.5B,,,6473.268492731,1,View Single Year,6.5B,,CD,CD,Value (Adjusted),1,1990,"$6,473M","$6,473M",1990
,,1990,Value,,$11.3M,,11.252639633,1,View Single Year,,11.3M,CD Single,CD Single,Value (Adjusted),1,1990,$11M,$11M,1990
,,1990,Value,$6.5B,,,6512.277643458,1,View Single Year,6.5B,,Cassette,Cassette,Value (Adjusted),1,1990,"$6,512M","$6,512M",1990
,,1990,Value,,$483.7M,,483.675960214,1,View Single Year,,483.7M,Cassette Single,Cassette Single,Value (Adjusted),1,1990,$484M,$484M,1990
,,1990,Value,,$162.2M,,162.225554705,1,View Single Year,,162.2M,LP/EP,LP/EP,Value (Adjusted),1,1990,$162M,$162M,1990
,,1990,Value,,$177.0M,,177.041530222,1,View Single Year,,177.0M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1990,$177M,$177M,1990
,,1990,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1990,,,1990
,,1990,Value,,$323.1M,,323.138301454,1,View Single Year,,323.1M,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1990,$323M,$323M,1990
,,1990,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1990,,,1990
,,1990,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1990,,,1990
,,1991,Value,,$333.3M,,333.3,1,View Single Year,,333.3M,CD,CD,Units,1,1991,$333M,$333M,1991
,,1991,Value,,$5.7M,,5.7,1,View Single Year,,5.7M,CD Single,CD Single,Units,1,1991,$6M,$6M,1991
,,1991,Value,,$360.1M,,360.1,1,View Single Year,,360.1M,Cassette,Cassette,Units,1,1991,$360M,$360M,1991
,,1991,Value,,$69.0M,,69,1,View Single Year,,69.0M,Cassette Single,Cassette Single,Units,1,1991,$69M,$69M,1991
,,1991,Value,,$4.8M,,4.8,1,View Single Year,,4.8M,LP/EP,LP/EP,Units,1,1991,$5M,$5M,1991
,,1991,Value,,$22.0M,,22,1,View Single Year,,22.0M,Vinyl Single,Vinyl Single,Units,1,1991,$22M,$22M,1991
,,1991,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1991,,,1991
,,1991,Value,,$6.1M,,6.1,1,View Single Year,,6.1M,Music Video (Physical),Music Video (Physical),Units,1,1991,$6M,$6M,1991
,,1991,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,,,Units,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1991,,,1991
,,1991,Value,$4.3B,,,4337.7,1,View Single Year,4.3B,,CD,CD,Value,1,1991,"$4,338M","$4,338M",1991
,,1991,Value,,$35.1M,,35.1,1,View Single Year,,35.1M,CD Single,CD Single,Value,1,1991,$35M,$35M,1991
,,1991,Value,$3.0B,,,3019.6,1,View Single Year,3.0B,,Cassette,Cassette,Value,1,1991,"$3,020M","$3,020M",1991
,,1991,Value,,$230.4M,,230.4,1,View Single Year,,230.4M,Cassette Single,Cassette Single,Value,1,1991,$230M,$230M,1991
,,1991,Value,,$29.4M,,29.4,1,View Single Year,,29.4M,LP/EP,LP/EP,Value,1,1991,$29M,$29M,1991
,,1991,Value,,$63.9M,,63.9,1,View Single Year,,63.9M,Vinyl Single,Vinyl Single,Value,1,1991,$64M,$64M,1991
,,1991,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1991,,,1991
,,1991,Value,,$118.1M,,118.1,1,View Single Year,,118.1M,Music Video (Physical),Music Video (Physical),Value,1,1991,$118M,$118M,1991
,,1991,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1991,,,1991
,,1991,Value,$7.8B,,,7806.586079295,1,View Single Year,7.8B,,CD,CD,Value (Adjusted),1,1991,"$7,807M","$7,807M",1991
,,1991,Value,,$63.2M,,63.169691630,1,View Single Year,,63.2M,CD Single,CD Single,Value (Adjusted),1,1991,$63M,$63M,1991
,,1991,Value,$5.4B,,,5434.393186490,1,View Single Year,5.4B,,Cassette,Cassette,Value (Adjusted),1,1991,"$5,434M","$5,434M",1991
,,1991,Value,,$414.7M,,414.652334802,1,View Single Year,,414.7M,Cassette Single,Cassette Single,Value (Adjusted),1,1991,$415M,$415M,1991
,,1991,Value,,$52.9M,,52.911365639,1,View Single Year,,52.9M,LP/EP,LP/EP,Value (Adjusted),1,1991,$53M,$53M,1991
,,1991,Value,,$115.0M,,115.001233480,1,View Single Year,,115.0M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1991,$115M,$115M,1991
,,1991,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1991,,,1991
,,1991,Value,,$212.5M,,212.545315712,1,View Single Year,,212.5M,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1991,$213M,$213M,1991
,,1991,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1991,,,1991
,,1991,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1991,,,1991
,,1992,Value,,$407.5M,,407.5,1,View Single Year,,407.5M,CD,CD,Units,1,1992,$408M,$408M,1992
,,1992,Value,,$7.3M,,7.3,1,View Single Year,,7.3M,CD Single,CD Single,Units,1,1992,$7M,$7M,1992
,,1992,Value,,$366.4M,,366.4,1,View Single Year,,366.4M,Cassette,Cassette,Units,1,1992,$366M,$366M,1992
,,1992,Value,,$84.6M,,84.6,1,View Single Year,,84.6M,Cassette Single,Cassette Single,Units,1,1992,$85M,$85M,1992
,,1992,Value,,$2.3M,,2.3,1,View Single Year,,2.3M,LP/EP,LP/EP,Units,1,1992,$2M,$2M,1992
,,1992,Value,,$19.8M,,19.8,1,View Single Year,,19.8M,Vinyl Single,Vinyl Single,Units,1,1992,$20M,$20M,1992
,,1992,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1992,,,1992
,,1992,Value,,$7.6M,,7.6,1,View Single Year,,7.6M,Music Video (Physical),Music Video (Physical),Units,1,1992,$8M,$8M,1992
,,1992,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,,,Units,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1992,,,1992
,,1992,Value,$5.3B,,,5326.5,1,View Single Year,5.3B,,CD,CD,Value,1,1992,"$5,327M","$5,327M",1992
,,1992,Value,,$45.1M,,45.1,1,View Single Year,,45.1M,CD Single,CD Single,Value,1,1992,$45M,$45M,1992
,,1992,Value,$3.1B,,,3116.3,1,View Single Year,3.1B,,Cassette,Cassette,Value,1,1992,"$3,116M","$3,116M",1992
,,1992,Value,,$298.8M,,298.8,1,View Single Year,,298.8M,Cassette Single,Cassette Single,Value,1,1992,$299M,$299M,1992
,,1992,Value,,$13.5M,,13.5,1,View Single Year,,13.5M,LP/EP,LP/EP,Value,1,1992,$14M,$14M,1992
,,1992,Value,,$66.4M,,66.4,1,View Single Year,,66.4M,Vinyl Single,Vinyl Single,Value,1,1992,$66M,$66M,1992
,,1992,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1992,,,1992
,,1992,Value,,$157.4M,,157.4,1,View Single Year,,157.4M,Music Video (Physical),Music Video (Physical),Value,1,1992,$157M,$157M,1992
,,1992,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1992,,,1992
,,1992,Value,$9.3B,,,9305.999144690,1,View Single Year,9.3B,,CD,CD,Value (Adjusted),1,1992,"$9,306M","$9,306M",1992
,,1992,Value,,$78.8M,,78.794811119,1,View Single Year,,78.8M,CD Single,CD Single,Value (Adjusted),1,1992,$79M,$79M,1992
,,1992,Value,$5.4B,,,5444.529265859,1,View Single Year,5.4B,,Cassette,Cassette,Value (Adjusted),1,1992,"$5,445M","$5,445M",1992
,,1992,Value,,$522.0M,,522.037462580,1,View Single Year,,522.0M,Cassette Single,Cassette Single,Value (Adjusted),1,1992,$522M,$522M,1992
,,1992,Value,,$23.6M,,23.586029936,1,View Single Year,,23.6M,LP/EP,LP/EP,Value (Adjusted),1,1992,$24M,$24M,1992
,,1992,Value,,$116.0M,,116.008325018,1,View Single Year,,116.0M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1992,$116M,$116M,1992
,,1992,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1992,,,1992
,,1992,Value,,$275.0M,,274.995637919,1,View Single Year,,275.0M,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1992,$275M,$275M,1992
,,1992,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1992,,,1992
,,1992,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1992,,,1992
,,1993,Value,,$495.4M,,495.4,1,View Single Year,,495.4M,CD,CD,Units,1,1993,$495M,$495M,1993
,,1993,Value,,$7.8M,,7.8,1,View Single Year,,7.8M,CD Single,CD Single,Units,1,1993,$8M,$8M,1993
,,1993,Value,,$339.5M,,339.5,1,View Single Year,,339.5M,Cassette,Cassette,Units,1,1993,$340M,$340M,1993
,,1993,Value,,$85.6M,,85.6,1,View Single Year,,85.6M,Cassette Single,Cassette Single,Units,1,1993,$86M,$86M,1993
,,1993,Value,,$1.2M,,1.2,1,View Single Year,,1.2M,LP/EP,LP/EP,Units,1,1993,$1M,$1M,1993
