Adjusted for Inflation Title,Adjusted for Inflation Notes,Year Date,Metric Filter,Format Value # (Billion),Format Value # (Million),Adjusted for Inflation Flag,Value (For Charting),Axis (1),Label for Button (Pie),Billions (Show Totals),Millions (Show Totals),Format (copy),Format,Metric,Number of Records,Year,Value (Actual),Value (Actual) (copy),Year (copy)
,,1986,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,1986,,,1986
,,1986,Value,,$125.2M,,125.2,1,View Single Year,,125.2M,LP/EP,LP/EP,Units,1,1986,$125M,$125M,1986
,,1986,Value,,$93.9M,,93.9,1,View Single Year,,93.9M,Vinyl Single,Vinyl Single,Units,1,1986,$94M,$94M,1986
,,1986,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,,,Units,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1986,,,1986
,,1986,Value,,$930.1M,,930.1,1,View Single Year,,930.1M,CD,CD,Value,1,1986,$930M,$930M,1986
,,1986,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value,1,1986,,,1986
,,1986,Value,$2.5B,,,2499.5,1,View Single Year,2.5B,,Cassette,Cassette,Value,1,1986,"$2,500M","$2,500M",1986
,,1986,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,1986,,,1986
,,1986,Value,,$983.0M,,983,1,View Single Year,,983.0M,LP/EP,LP/EP,Value,1,1986,$983M,$983M,1986
,,1986,Value,,$228.1M,,228.1,1,View Single Year,,228.1M,Vinyl Single,Vinyl Single,Value,1,1986,$228M,$228M,1986
,,1986,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1986,,,1986
,,1986,Value,$2.1B,,,2080.165255474,1,View Single Year,2.1B,,CD,CD,Value (Adjusted),1,1986,"$2,080M","$2,080M",1986
,,1986,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value (Adjusted),1,1986,,,1986
,,1986,Value,$5.6B,,,5590.122627737,1,View Single Year,5.6B,,Cassette,Cassette,Value (Adjusted),1,1986,"$5,590M","$5,590M",1986
,,1986,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,1986,,,1986
,,1986,Value,$2.2B,,,2198.475912409,1,View Single Year,2.2B,,LP/EP,LP/EP,Value (Adjusted),1,1986,"$2,198M","$2,198M",1986
,,1986,Value,,$510.1M,,510.144817518,1,View Single Year,,510.1M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1986,$510M,$510M,1986
,,1986,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1986,,,1986
,,1986,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1986,,,1986
,,1987,Value,,$102.1M,,102.1,1,View Single Year,,102.1M,CD,CD,Units,1,1987,$102M,$102M,1987
,,1987,Value,,,,,1,View Single Year,,,CD Single,CD Single,Units,1,1987,,,1987
,,1987,Value,,$410.0M,,410,1,View Single Year,,410.0M,Cassette,Cassette,Units,1,1987,$410M,$410M,1987
,,1987,Value,,$5.1M,,5.1,1,View Single Year,,5.1M,Cassette Single,Cassette Single,Units,1,1987,$5M,$5M,1987
,,1987,Value,,$107.0M,,107,1,View Single Year,,107.0M,LP/EP,LP/EP,Units,1,1987,$107M,$107M,1987
,,1987,Value,,$82.0M,,82,1,View Single Year,,82.0M,Vinyl Single,Vinyl Single,Units,1,1987,$82M,$82M,1987
,,1987,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,,,Units,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1987,,,1987
,,1987,Value,$1.6B,,,1593.6,1,View Single Year,1.6B,,CD,CD,Value,1,1987,"$1,594M","$1,594M",1987
,,1987,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value,1,1987,,,1987
,,1987,Value,$3.0B,,,2959.7,1,View Single Year,3.0B,,Cassette,Cassette,Value,1,1987,"$2,960M","$2,960M",1987
,,1987,Value,,$14.3M,,14.3,1,View Single Year,,14.3M,Cassette Single,Cassette Single,Value,1,1987,$14M,$14M,1987
,,1987,Value,,$793.1M,,793.1,1,View Single Year,,793.1M,LP/EP,LP/EP,Value,1,1987,$793M,$793M,1987
,,1987,Value,,$203.3M,,203.3,1,View Single Year,,203.3M,Vinyl Single,Vinyl Single,Value,1,1987,$203M,$203M,1987
,,1987,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1987,,,1987
,,1987,Value,$3.4B,,,3438.584788732,1,View Single Year,3.4B,,CD,CD,Value (Adjusted),1,1987,"$3,439M","$3,439M",1987
,,1987,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value (Adjusted),1,1987,,,1987
,,1987,Value,$6.4B,,,6386.282253521,1,View Single Year,6.4B,,Cassette,Cassette,Value (Adjusted),1,1987,"$6,386M","$6,386M",1987
,,1987,Value,,$30.9M,,30.855774648,1,View Single Year,,30.9M,Cassette Single,Cassette Single,Value (Adjusted),1,1987,$31M,$31M,1987
,,1987,Value,$1.7B,,,1711.308732394,1,View Single Year,1.7B,,LP/EP,LP/EP,Value (Adjusted),1,1987,"$1,711M","$1,711M",1987
,,1987,Value,,$438.7M,,438.669859155,1,View Single Year,,438.7M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1987,$439M,$439M,1987
,,1987,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1987,,,1987
,,1987,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1987,,,1987
,,1988,Value,,$149.7M,,149.7,1,View Single Year,,149.7M,CD,CD,Units,1,1988,$150M,$150M,1988
,,1988,Value,,$1.6M,,1.6,1,View Single Year,,1.6M,CD Single,CD Single,Units,1,1988,$2M,$2M,1988
,,1988,Value,,$450.1M,,450.1,1,View Single Year,,450.1M,Cassette,Cassette,Units,1,1988,$450M,$450M,1988
,,1988,Value,,$22.5M,,22.5,1,View Single Year,,22.5M,Cassette Single,Cassette Single,Units,1,1988,$23M,$23M,1988
,,1988,Value,,$72.4M,,72.4,1,View Single Year,,72.4M,LP/EP,LP/EP,Units,1,1988,$72M,$72M,1988
,,1988,Value,,$65.6M,,65.6,1,View Single Year,,65.6M,Vinyl Single,Vinyl Single,Units,1,1988,$66M,$66M,1988
,,1988,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,,,Units,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1988,,,1988
,,1988,Value,$2.1B,,,2089.9,1,View Single Year,2.1B,,CD,CD,Value,1,1988,"$2,090M","$2,090M",1988
,,1988,Value,,$9.8M,,9.8,1,View Single Year,,9.8M,CD Single,CD Single,Value,1,1988,$10M,$10M,1988
,,1988,Value,$3.4B,,,3385.1,1,View Single Year,3.4B,,Cassette,Cassette,Value,1,1988,"$3,385M","$3,385M",1988
,,1988,Value,,$57.3M,,57.3,1,View Single Year,,57.3M,Cassette Single,Cassette Single,Value,1,1988,$57M,$57M,1988
,,1988,Value,,$532.2M,,532.2,1,View Single Year,,532.2M,LP/EP,LP/EP,Value,1,1988,$532M,$532M,1988
,,1988,Value,,$180.4M,,180.4,1,View Single Year,,180.4M,Vinyl Single,Vinyl Single,Value,1,1988,$180M,$180M,1988
,,1988,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1988,,,1988
,,1988,Value,$4.3B,,,4330.315198648,1,View Single Year,4.3B,,CD,CD,Value (Adjusted),1,1988,"$4,330M","$4,330M",1988
,,1988,Value,,$20.3M,,20.305798817,1,View Single Year,,20.3M,CD Single,CD Single,Value (Adjusted),1,1988,$20M,$20M,1988
,,1988,Value,$7.0B,,,7013.995874894,1,View Single Year,7.0B,,Cassette,Cassette,Value (Adjusted),1,1988,"$7,014M","$7,014M",1988
,,1988,Value,,$118.7M,,118.726762468,1,View Single Year,,118.7M,Cassette Single,Cassette Single,Value (Adjusted),1,1988,$119M,$119M,1988
,,1988,Value,$1.1B,,,1102.729196957,1,View Single Year,1.1B,,LP/EP,LP/EP,Value (Adjusted),1,1988,"$1,103M","$1,103M",1988
,,1988,Value,,$373.8M,,373.792459848,1,View Single Year,,373.8M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1988,$374M,$374M,1988
,,1988,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1988,,,1988
,,1988,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1988,,,1988
,,1989,Value,,$207.2M,,207.2,1,View Single Year,,207.2M,CD,CD,Units,1,1989,$207M,$207M,1989
,,1989,Value,,-$0.1M,,,1,View Single Year,,-0.1M,CD Single,CD Single,Units,1,1989,$0M,$0M,1989
,,1989,Value,,$446.2M,,446.2,1,View Single Year,,446.2M,Cassette,Cassette,Units,1,1989,$446M,$446M,1989
,,1989,Value,,$76.2M,,76.2,1,View Single Year,,76.2M,Cassette Single,Cassette Single,Units,1,1989,$76M,$76M,1989
,,1989,Value,,$34.6M,,34.6,1,View Single Year,,34.6M,LP/EP,LP/EP,Units,1,1989,$35M,$35M,1989
,,1989,Value,,$36.6M,,36.6,1,View Single Year,,36.6M,Vinyl Single,Vinyl Single,Units,1,1989,$37M,$37M,1989
,,1989,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,1989,,,1989
,,1989,Value,,$6.1M,,6.1,1,View Single Year,,6.1M,Music Video (Physical),Music Video (Physical),Units,1,1989,$6M,$6M,1989
,,1989,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,,,Units,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1989,,,1989
,,1989,Value,$2.6B,,,2587.7,1,View Single Year,2.6B,,CD,CD,Value,1,1989,"$2,588M","$2,588M",1989
,,1989,Value,,-$0.7M,,,1,View Single Year,,-0.7M,CD Single,CD Single,Value,1,1989,($1M),($1M),1989
,,1989,Value,$3.3B,,,3345.8,1,View Single Year,3.3B,,Cassette,Cassette,Value,1,1989,"$3,346M","$3,346M",1989
,,1989,Value,,$194.6M,,194.6,1,View Single Year,,194.6M,Cassette Single,Cassette Single,Value,1,1989,$195M,$195M,1989
,,1989,Value,,$220.3M,,220.3,1,View Single Year,,220.3M,LP/EP,LP/EP,Value,1,1989,$220M,$220M,1989
,,1989,Value,,$116.4M,,116.4,1,View Single Year,,116.4M,Vinyl Single,Vinyl Single,Value,1,1989,$116M,$116M,1989
,,1989,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,1989,,,1989
,,1989,Value,,$115.4M,,115.4,1,View Single Year,,115.4M,Music Video (Physical),Music Video (Physical),Value,1,1989,$115M,$115M,1989
,,1989,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1989,,,1989
,,1989,Value,$5.1B,,,5115.298580645,1,View Single Year,5.1B,,CD,CD,Value (Adjusted),1,1989,"$5,115M","$5,115M",1989
,,1989,Value,,-$1.4M,,,1,View Single Year,,-1.4M,CD Single,CD Single,Value (Adjusted),1,1989,($1M),($1M),1989
,,1989,Value,$6.6B,,,6613.891096774,1,View Single Year,6.6B,,Cassette,Cassette,Value (Adjusted),1,1989,"$6,614M","$6,614M",1989
,,1989,Value,,$384.7M,,384.680258065,1,View Single Year,,384.7M,Cassette Single,Cassette Single,Value (Adjusted),1,1989,$385M,$385M,1989
,,1989,Value,,$435.5M,,435.483354839,1,View Single Year,,435.5M,LP/EP,LP/EP,Value (Adjusted),1,1989,$435M,$435M,1989
,,1989,Value,,$230.1M,,230.096516129,1,View Single Year,,230.1M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1989,$230M,$230M,1989
,,1989,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,1989,,,1989
,,1989,Value,,$228.1M,,228.119741935,1,View Single Year,,228.1M,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1989,$228M,$228M,1989
,,1989,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1989,,,1989
,,1989,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1989,,,1989
